nombre;marca;presentacion;precio;lugar;unidades;tipo;grupo;categoria_precio
Tortillas Integrales;Bimbo;180.0;4760;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas;Azteca;580.0;8990;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas para Burritos;Old El Paso;311.0;9990;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas;Sary;480.0;4900;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas;haz de oros;360.0;8650;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas;Tía Rosa;210.0;6110;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas para Burritos;Bimbo;500.0;9420;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas Integrales;Bimbo;250.0;5850;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas;Bimbo;450.0;8500;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas;haz de oros;435.0;9000;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas de Arroz;Natuchips;45.0;7460;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas de Arroz;Natuchips;140.0;3320;Éxito;g;Tortillas;Productos de Panadería y Cereal;Bajo
Tortillas de Arroz;Tosh;180.0;8370;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas de Arroz;Tosh;180.0;8370;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas de Arroz;Tosh;180.0;8980;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas de Arroz;Natuchips;270.0;7280;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas de Arroz;Tosh;180.0;8370;Éxito;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas;Camote;300.0;3250;Ara;g;Tortillas;Productos de Panadería y Cereal;Bajo
Tortillas para Fajitas;Azteca;240.0;4690;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas;Azteca;580.0;8790;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas;Bimbo;450.0;8390;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas Integrales;Bimbo;250.0;5790;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas para Burritos;Bimbo;500.0;8590;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas;Bimbo;580.0;9190;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio-Alto
Tortillas Integrales;Bimbo;180.0;4290;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas;Sary;480.0;5390;Jumbo;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas para Fajitas;Crachos;360.0;4390;D1;g;Tortillas;Productos de Panadería y Cereal;Medio
Tortillas Integrales;Natri;250.0;3690;D1;g;Tortillas;Productos de Panadería y Cereal;Bajo
Tortillas para Burritos;Crachos;580.0;6190;D1;g;Tortillas;Productos de Panadería y Cereal;Medio
Aceite de Canola;Gourmet;1000.0;17150;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Canola Life;2000.0;32850;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Ajonjolí con Ac. de Soya;Lee Kum Kee;207.0;17650;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Éxito;946.0;14050;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Taeq;946.0;15100;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Maíz;Éxito;1000.0;6560;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Oliva Extra Virgen;Éxito;1000.0;27550;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Éxito;500.0;11500;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Hacienda Guzmán;1000.0;25000;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Sublime;250.0;12900;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Sublime;500.0;23950;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen con Oregano;Pomona;250.0;10100;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Intenso;Olivetto;1000.0;40700;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Intenso;Olivetto;250.0;19650;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Suave;Olivetto;1000.0;50800;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Carbonell;750.0;27600;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Bucatti;500.0;31400;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Sublime;500.0;19950;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Sublime;140.0;7890;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Oliva;Carbonell;500.0;25000;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Sublime;1000.0;50300;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oliosoya;500.0;3880;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio
Aceite Vegetal;Riquísimo;3000.0;18800;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Éxito;5000.0;43200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Éxito;2000.0;15500;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;2000.0;22600;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;1000.0;11490;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;3000.0;38700;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;5000.0;59100;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Gourmet;1000.0;14200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Gourmet;3000.0;45243;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Girasoli;900.0;8120;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Canola;Gourmet;2000.0;33400;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Riquísimo;5000.0;36900;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oleocali;5000.0;36200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oleocali;1000.0;6320;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite Vegetal;Oleocali;3000.0;18760;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oliosoya;900.0;5940;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Oliva;Sublime;250.0;11690;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Hacienda Guzmán;500.0;14950;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Hacienda Guzmán;750.0;21450;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Borges;250.0;14300;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen con Ajo;Pomona;250.0;10100;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Taeq;500.0;14300;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Hacienda Guzmán;500.0;15900;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Éxito;500.0;13450;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Hacienda Guzmán;250.0;9900;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Oliva Extra Virgen con Ajo;Hacienda Guzmán;250.0;12490;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen con Oregano;Hacienda Guzmán;250.0;12490;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Olivetto;500.0;24600;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Premier;1000.0;11010;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Premier;5000.0;50200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Premier;3000.0;29500;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Premier;1000.0;14650;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Premier;1000.0;12250;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Premier;3000.0;35200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Éxito;3000.0;26136;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Éxito;900.0;5430;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio
Aceite Vegetal;Éxito;500.0;2650;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Bajo
Aceite de Canola;Wesson;1890.0;24200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Gourmet;3500.0;45700;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oleocali;900.0;6150;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Canola;Canola Life;2500.0;31550;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Suave;Olivetto;500.0;24600;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Éxito;900.0;5440;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio
Aceite de Canola;Gourmet;3000.0;31360;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Éxito;3000.0;19350;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Hacienda Guzmán;2000.0;52500;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Frescampo;3000.0;13890;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Riquísimo;1000.0;6480;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Girasol;Girasoli;3000.0;29700;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Éxito;3000.0;16750;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oliosoya;3000.0;17671;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Premier;3500.0;27650;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Premier;3000.0;27650;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Maíz;Éxito;3000.0;19050;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Sublime;500.0;19600;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Concentrado de Coco;Titote;125.0;14500;Éxito;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Concentrado de Coco;Titote;230.0;24900;Éxito;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Johnson's Baby;300.0;22950;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Éxito;300.0;17127;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Johnson's Baby;100.0;9070;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite para Bebé;Johnson's Baby;100.0;9070;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite para Bebé;Johnson's Baby;300.0;21550;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Éxito;100.0;6570;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite en Espray;Pam;170.0;14840;Éxito;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite en Espray;Pam;141.0;20200;Éxito;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite en Espray;Pam;141.0;16560;Éxito;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite en Espray;Taeq;300.0;16750;Éxito;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;360.0;15200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;180.0;7800;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;180.0;7800;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;450.0;15200;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;180.0;7800;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;450.0;18750;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Citronela;Cofarma;250.0;12050;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Corporal;I Like;1000.0;22100;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Citronela;Beisbol;120.0;5630;Éxito;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Canola;Olisun;900.0;5750;Ara;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite Vegetal;Sonelo;3000.0;11400;Ara;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Olisun;3000.0;25950;Ara;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Olisol;900.0;8000;Ara;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Soya;Olisun;900.0;4350;Ara;ml;Aceite;Alimentos Secos y Enlatados;Medio
Aceite de Soya;Sonelo;3000.0;12950;Ara;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Johnson's Baby;100.0;6750;Ara;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite Vegetal;Oleocali;1000.0;6990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Girasol Reducido en Grasas Saturadas;Gourmet;1000.0;17990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Gourmet;2000.0;32990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Gourmet;3000.0;46990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Ajonjolí con Ac. de Soya;Lee Kum Kee;207.0;14390;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Riquísimo;1000.0;6790;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Canola;Premier;1000.0;13590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;1000.0;13590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Oleocali;3000.0;19990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Gourmet;3000.0;47990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Carbonell;750.0;29990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Sublime;500.0;22990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Sublime;500.0;21590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Sublime;500.0;21590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Premier;3000.0;37990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol Reducido en Grasas Saturadas;Premier;1000.0;13590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;2000.0;25990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gourmet;3000.0;28890;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Suave;Olivetto;1000.0;49990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Intenso;Olivetto;1000.0;45990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Intenso;Olivetto;250.0;18590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen;Olivetto;500.0;27990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Gourmet;1000.0;16990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva Extra Virgen Suave;Olivetto;500.0;27990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Oliva;Sublime;140.0;7990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Girasol;Premier;1000.0;11390;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Canola Life;2000.0;30990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Premier;3000.0;31990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Premier;5000.0;47990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Concentrado de Coco;Titote;125.0;14590;Jumbo;g;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Johnson's Baby;300.0;19990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Johnson's Baby;100.0;7990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite para Bebé;Johnson's Baby;300.0;19990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite para Bebé;Johnson's Baby;100.0;7990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;180.0;11500;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;360.0;19990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;180.0;9590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;450.0;18990;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Hígado de Bacalao;GlaxoSmithKline;180.0;9590;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Citronela;Cofarma;250.0;12390;Jumbo;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Gota de Oro;1000.0;9590;D1;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Girasol;Don Olio;1000.0;5800;D1;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite de Oliva Extra Virgen;Castell de Ferro;500.0;16990;D1;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Don Olio;1000.0;14850;D1;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Canola;Don Olio;2000.0;12990;D1;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gota de Oro;2000.0;12490;D1;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Don Olio;2000.0;11500;D1;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite Vegetal;Gota de Oro;3000.0;14490;D1;ml;Aceite;Alimentos Secos y Enlatados;Alto
Aceite de Girasol;Gota de Oro;1000.0;9390;D1;ml;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite Concentrado de Coco;Natri;215.0;9990;D1;g;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite en Espray;Don Olio;152.0;5500;D1;g;Aceite;Alimentos Secos y Enlatados;Medio-Alto
Aceite en Espray;Don Olio;165.0;11990;D1;g;Aceite;Alimentos Secos y Enlatados;Alto
Azúcar Blanca;Manuelita;1000.0;3170;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca;Manuelita;2000.0;6410;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Manuelita;5000.0;16600;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Alto
Azúcar Blanca;Incauca;1000.0;2950;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca;Ekono;650.0;1920;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca;Éxito;1000.0;2720;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca;Éxito;2500.0;5980;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Éxito;500.0;1400;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca;Éxito;5000.0;13300;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Alto
Azúcar Blanca Dietética;Éxito;454.0;3620;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Dietética con Estevia;Incauca;850.0;6700;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Incauca;2500.0;6590;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Riopaila;2500.0;9000;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Riopaila;1000.0;3020;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca Dietética con Estevia;Incauca;454.0;4410;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Dietética con Estevia;Incauca;850.0;5590;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca Dietética con Sucralosa;Riopaila;850.0;6010;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca Dietética con Estevia;Incauca;750.0;4990;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Dietética con Estevia;Incauca;750.0;6510;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Morena Dietética con Estevia;Incauca;454.0;3290;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena Dietética con Estevia;Manuelita;850.0;4590;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena Dietética con Estevia;Incauca;850.0;5390;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Dietética con Estevia;Incauca;750.0;6660;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca Dietética con Estevia;Incauca;250.0;3990;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Dietética con Estevia;Manuelita;850.0;4990;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Dietética con Estevia;Manuelita;454.0;2890;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Morena;Incauca;1000.0;2790;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Morena;Manuelita;1000.0;3300;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena;Éxito;2500.0;7110;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Morena;Éxito;1000.0;2650;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Morena;Éxito;5000.0;14550;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Alto
Azúcar Morena Dietética con Estevia;Manuelita;454.0;3230;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena Dietética con Sucralosa;Riopaila;850.0;6410;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Morena Dietética con Estevia;Incauca;750.0;6890;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Morena;Manuelita;2000.0;6910;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Orgánica;Providencia;850.0;3190;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Orgánica;Providencia;454.0;2230;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Morena;Providencia;1000.0;3320;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca Pulverizada;Colombina;500.0;3030;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Bajo
Azúcar Blanca;Incauca;1000.0;4740;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena Dietética con Estevia;Incauca;850.0;6640;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Manuelita;1000.0;4980;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena;Incauca;2500.0;4550;Éxito;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca;Incauca;2500.0;7000;Ara;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Incauca;5000.0;14000;Ara;g;Azúcar;Alimentos Secos y Enlatados;Alto
Azúcar Blanca;Riopaila;1000.0;3690;Ara;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Morena;Riopaila;1000.0;4887;Ara;g;Azúcar;Alimentos Secos y Enlatados;Medio
Azúcar Blanca;Riopaila;2500.0;9200;Ara;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca;Riopaila;2500.0;7390;Jumbo;g;Azúcar;Alimentos Secos y Enlatados;Medio-Alto
Azúcar Blanca Dietética con Estevia;Incauca;250.0;3990;Jumbo;g;Azúcar;Alimentos Secos y Enlatados;Medio
