nombre;marca;presentacion;precio;lugar;unidades;tipo;grupo;categoria_precio
Ambientador de Palitos con Aroma a Vainilla;Bonaire;80.0;11929;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador de Palitos con Aroma a Canela y Manzana;Bonaire;80.0;12050;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador de Palitos con Aroma a Brisa de Mar;Air Wick;30.0;17550;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos;Air Wick;30.0;17550;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador en Espray;Bonaire;400.0;10550;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador en Espray con Aroma Floral;Bonaire;400.0;11600;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador en Espray;Glade;275.0;8808;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Espray con Aroma a Canela;Ekono;250.0;5920;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Espray con Aroma a Vainilla;Ekono;250.0;5861;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador Eléctrico con Aroma a Frutos Rojos;Bonaire;25.0;13117;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Eléctrico con Aroma a Canela y Manzana;Glade;21.0;12375;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Eléctrico con Aroma a Lavanda;Glade;21.0;12375;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Eléctrico con Aroma a Canela y Manzana;Éxito;20.0;9445;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Eléctrico con Aroma a Vainilla;Glade;21.0;12375;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Eléctrico con Aroma a Canela y Manzana;Air Wick;42.0;19100;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador Eléctrico con Aroma a Canela y Manzana;Air Wick;21.0;13850;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Eléctrico con Aroma a Brisa de Mar;Air Wick;21.0;17250;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Toque con Aroma a Lavanda;Glade;9.0;7320;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador Automático con Aroma a Brisa de Mar;Glade;270.0;32050;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador en Gel con Aroma Cítrico;Glade;8.0;10096;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador en Gel con Aroma Floral;Glade;8.0;11400;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador Automático con Aroma a Canela y Manzana;Glade;270.0;31729;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador Automático con Aroma a Brisa de Mar;Glade;270.0;31729;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador Automático con Aroma a Vainilla;Bonaire;250.0;27338;Éxito;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador en Gel con Aroma a Canela;Bonaire;30.0;2663;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador en Gel;Bonaire;30.0;5009;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador de Toque con Aroma a Canela y Manzana;Glade;9.0;7320;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador de Toque con Aroma a Brisa de Mar;Glade;9.0;9580;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador de Toque con Aroma a Canela y Manzana;Glade;27.0;18760;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Pétalos con Aroma a Canela y Manzana;Glade;10.0;18600;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Pétalos con Aroma a Lavanda;Glade;6.0;12600;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador en Pasta con Aroma a Canela;Tergo;30.0;3150;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador en Pasta con Aroma a Lavanda;Tergo;30.0;3340;Éxito;g;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador en Aerosol con Aroma a Frutos Rojos;Brisheo;400.0;5650;Ara;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol con Aroma a Lavanda;Brisheo;400.0;5650;Ara;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol con Aroma a Pera;Brisheo;400.0;5650;Ara;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol con Aroma a Canela y Manzana;Brisheo;400.0;5650;Ara;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol con Aroma a Brisa de Mar;Glade;360.0;9190;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol con Aroma a Lavanda;Glade;360.0;9190;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol;Bonaire;400.0;10390;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador en Aerosol con Aroma a Canela y Manzana;Glade;400.0;8790;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador en Aerosol con Aroma a Frutos Rojos;Bonaire;400.0;9790;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador de Palitos con Aroma Cítrico;Bonaire;80.0;15990;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos con Aroma a Vainilla;Bonaire;160.0;28990;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos con Aroma a Vainilla;Bonaire;80.0;18990;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos con Aroma a Lavanda;Bonaire;80.0;15990;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos con Aroma a Frutos Rojos;Bonaire;160.0;28990;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos con Aroma a Vainilla;Brizze;60.0;15590;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador de Palitos con Aroma Cítrico;Brizze;60.0;14990;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador Eléctrico con Aroma a Lavanda;Glade;21.0;14390;Jumbo;ml;Ambientador;Productos de Limpieza y Hogar;Medio-Alto
Ambientador en Gel;Bonaire;30.0;2390;Jumbo;g;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador de Toque con Aroma a Canela y Manzana;Glade;27.0;17590;Jumbo;g;Ambientador;Productos de Limpieza y Hogar;Alto
Ambientador en Aerosol con Aroma a Lavanda;Hosh;250.0;3590;D1;ml;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador en Aerosol con Aroma a Canela y Manzana;Hosh;250.0;3590;D1;ml;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador de Palitos;Hosh;35.0;5990;D1;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador de Palitos;Hosh;40.0;5990;D1;ml;Ambientador;Productos de Limpieza y Hogar;Medio
Ambientador para Ropa;Hosh;150.0;4290;D1;ml;Ambientador;Productos de Limpieza y Hogar;Bajo
Ambientador en Esponja con Aroma a Cereza;Hosh;23.0;4390;D1;g;Ambientador;Productos de Limpieza y Hogar;Bajo
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Enfagrow;1100.0;99400;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Enfamil;375.0;41000;Éxito;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Similac;820.0;90200;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Nan;400.0;51600;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;S-26;400.0;46350;Éxito;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;S-26;900.0;89900;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Similac;400.0;39350;Éxito;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Similac;360.0;43700;Éxito;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Nan;900.0;124695;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;1000.0;27500;Éxito;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;1700.0;52100;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;900.0;29450;Éxito;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;500.0;15150;Éxito;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;2000.0;55500;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Nan;800.0;61500;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Enfamil;800.0;75200;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Enfamil;1100.0;116300;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Promil;900.0;95600;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Promil;400.0;40700;Éxito;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil más de 24 Meses;Klim;1000.0;27500;Éxito;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil más de 24 Meses;Klim;500.0;15800;Éxito;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo Infantil más de 24 Meses;Klim;1700.0;51700;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo para Adultos;Klim;360.0;12700;Éxito;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo para Adultos;Klim;780.0;21900;Éxito;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil más de 24 Meses;Enfagrow;1650.0;111000;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil más de 24 Meses;Enfagrow;1100.0;88400;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 6 a 12 Meses;Enfamil;1100.0;126400;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 6 a 12 Meses;Nan;900.0;85600;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil más de 24 Meses;Similac;400.0;28550;Éxito;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil 6 a 12 Meses;Similac;400.0;36450;Éxito;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil más de 24 Meses;Similac;850.0;55000;Éxito;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea Infantil 12 a 24 Meses Líquida;Enfamil;1422.0;26150;Éxito;ml;Fórmula;Productos para Bebés;Medio
Fórmula Láctea Infantil más de 24 Meses Líquida;Enfagrow;200.0;22450;Éxito;ml;Fórmula;Productos para Bebés;Medio
Fórmula Láctea Infantil 6 a 12 Meses Líquida;Enfamil;237.0;28300;Éxito;ml;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;500.0;13990;Ara;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Enfamil;375.0;39990;Jumbo;g;Fórmula;Productos para Bebés;Medio-Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Nan;900.0;124900;Jumbo;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;2000.0;48990;Jumbo;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;500.0;13590;Jumbo;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo Infantil 12 a 24 Meses;Klim;1000.0;25990;Jumbo;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo Infantil más de 24 Meses;Enfagrow;1650.0;107990;Jumbo;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 6 a 12 Meses;Nan;900.0;75990;Jumbo;g;Fórmula;Productos para Bebés;Alto
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Enfamil;375.0;17450;D1;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo Infantil 0 a 6 Meses;Enfamil;375.0;26850;D1;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo para Adultos;Klim;364.0;7500;D1;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo para Adultos;Latti;370.0;4990;D1;g;Fórmula;Productos para Bebés;Bajo
Fórmula Láctea en Polvo Infantil 6 a 12 Meses;Enfamil;375.0;18490;D1;g;Fórmula;Productos para Bebés;Medio
Fórmula Láctea en Polvo para Adultos;El Rodeo;270.0;9490;D1;g;Fórmula;Productos para Bebés;Bajo
Removedor;Lander;55.0;8390;Éxito;ml;Removedor;Productos de Limpieza y Hogar;Medio
Removedor;Suavisol;150.0;11120;Éxito;ml;Removedor;Productos de Limpieza y Hogar;Medio-Alto
Removedor;Lander;55.0;7050;Éxito;ml;Removedor;Productos de Limpieza y Hogar;Medio
Removedor;Lander;55.0;5910;Éxito;ml;Removedor;Productos de Limpieza y Hogar;Medio
Removedor con Vitamina E;Lander;55.0;6840;Éxito;ml;Removedor;Productos de Limpieza y Hogar;Medio
Removedor;Durex;100.0;2600;Ara;ml;Removedor;Productos de Limpieza y Hogar;Bajo
Removedor;Natural Feeling;100.0;2600;D1;ml;Removedor;Productos de Limpieza y Hogar;Bajo
Removedor con Vitamina E;Natural Feeling;250.0;4990;D1;ml;Removedor;Productos de Limpieza y Hogar;Bajo
Torta Siciliana;Éxito;560.0;17600;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta Siciliana;Colombina;500.0;18800;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Colombina;900.0;34850;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Colombina;900.0;32600;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Sinfonía;900.0;32200;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Colombina;900.0;35650;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Colombina;900.0;35650;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta Negra;Éxito;320.0;7730;Éxito;g;Torta;Productos de Panadería y Cereal;Medio-Alto
Torta Negra;Éxito;720.0;16681;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Sinfonía;900.0;32200;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Popsy;900.0;31650;Éxito;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Sinfonía;900.0;32990;Jumbo;g;Torta;Productos de Panadería y Cereal;Alto
Torta Siciliana;Colombina;500.0;18590;Jumbo;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Popsy;900.0;34990;Jumbo;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Colombina;900.0;33990;Jumbo;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Colombina;900.0;33990;Jumbo;g;Torta;Productos de Panadería y Cereal;Alto
Torta;Sinfonía;900.0;32990;Jumbo;g;Torta;Productos de Panadería y Cereal;Alto
Torta con Helado;Külfi;450.0;9990;D1;g;Torta;Productos de Panadería y Cereal;Medio-Alto
Torta Negra;Horneaditos;80.0;1370;D1;g;Torta;Productos de Panadería y Cereal;Bajo
Té Amarillo Frío;Hatsu;400.0;3990;Éxito;ml;Té;Bebidas;Medio
Té Negro Frío con Sabor a Limón;Hatsu;400.0;4410;Éxito;ml;Té;Bebidas;Medio
Té Frío Común;Hatsu;400.0;4180;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Frutos Rojos;Hatsu;400.0;4180;Éxito;ml;Té;Bebidas;Medio
Té Frío Común;Hatsu;400.0;3660;Éxito;ml;Té;Bebidas;Medio
Té Blanco Frío;Hatsu;400.0;4410;Éxito;ml;Té;Bebidas;Medio
Té Frío Común Cero Calorías con Sabor a Limón;Mr. Tea;3000.0;4990;Éxito;ml;Té;Bebidas;Medio-Alto
Té Frío Común con Sabor a Limón;Fuze Tea;2400.0;6810;Éxito;ml;Té;Bebidas;Medio-Alto
Té Blanco Frío;Hatsu;1500.0;15850;Éxito;ml;Té;Bebidas;Alto
Té Blanco Frío;Hatsu;1500.0;15750;Éxito;ml;Té;Bebidas;Alto
Té Blanco Frío;Hatsu;1500.0;15850;Éxito;ml;Té;Bebidas;Alto
Té Frío Común con Sabor a Durazno;Lipton;1000.0;3900;Éxito;ml;Té;Bebidas;Medio
Té Frío Común;Lipton;500.0;2090;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común Cero Calorías con Sabor a Limón;Mr. Tea;1500.0;4120;Éxito;ml;Té;Bebidas;Medio
Té Frío Común Cero Calorías;Mr. Tea;1500.0;5140;Éxito;ml;Té;Bebidas;Medio-Alto
Té Frío Común con Sabor a Durazno;Mr. Tea;1500.0;3030;Éxito;ml;Té;Bebidas;Medio
Té Frío Común Cero Calorías con Sabor a Durazno;Mr. Tea;500.0;2040;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Limón;Mr. Tea;1500.0;3390;Éxito;ml;Té;Bebidas;Medio
Té Frío Común Cero Calorías con Sabor a Limón;Mr. Tea;500.0;2080;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Durazno;Mr. Tea;500.0;1790;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Limón;Mr. Tea;500.0;1790;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común;Mr. Tea;1500.0;4710;Éxito;ml;Té;Bebidas;Medio
Té Blanco Frío;Hatsu;1500.0;15850;Éxito;ml;Té;Bebidas;Alto
Té Rojo Frío;Tea World;350.0;3020;Éxito;ml;Té;Bebidas;Medio
Té Rojo Frío;Tea World;350.0;3680;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Durazno;Mr. Tea;400.0;2010;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Frutos Rojos;Mr. Tea;400.0;2010;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común;Mr. Tea;400.0;2010;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Durazno;Mr. Tea;300.0;1370;Éxito;ml;Té;Bebidas;Bajo
Té Blanco Frío;Hatsu;400.0;4180;Éxito;ml;Té;Bebidas;Medio
Té Blanco Frío;Hatsu;400.0;4410;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Limón;Mr. Tea;300.0;1370;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Durazno;Lipton;500.0;2090;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Limón;Lipton;500.0;2090;Éxito;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Limón;Mr. Tea;3000.0;4490;Éxito;ml;Té;Bebidas;Medio
Té Frío Común;Fuze Tea;1200.0;4160;Éxito;ml;Té;Bebidas;Medio
Té Negro Frío con Sabor a Durazno;Fuze Tea;400.0;2040;Éxito;ml;Té;Bebidas;Bajo
Té Negro Frío con Sabor a Limón;Fuze Tea;400.0;2040;Éxito;ml;Té;Bebidas;Bajo
Té Negro Frío;Fuze Tea;400.0;2040;Éxito;ml;Té;Bebidas;Bajo
Té Frío;Arizona;458.0;4100;Éxito;ml;Té;Bebidas;Medio
Té Frío Común;Tea World;350.0;3680;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Aloe Vera;ChaiTea;340.0;3990;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Aloe Vera;ChaiTea;340.0;3990;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Aloe Vera;ChaiTea;500.0;4490;Éxito;ml;Té;Bebidas;Medio
Té Frío Común con Aloe Vera;ChaiTea;500.0;5340;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Limón;Nestea;4500.0;6772;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Durazno;Nestea;10000.0;14553;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Durazno;Nestea;4500.0;6772;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Limón;Nestea;10000.0;13800;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Frutos Rojos;Hindú;10000.0;13500;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Frutos Rojos;Hindú;5000.0;8410;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Manzana;Hindú;5000.0;8590;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético;LightYá;6000.0;5570;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Maracuyá;Suntea;9000.0;11080;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Durazno;Erba dolce;12000.0;9920;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Limón;Erba dolce;12000.0;9920;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Lulo;Suntea;9000.0;11080;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Limón;Suntea;9000.0;12400;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Durazno;Suntea;4500.0;6700;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Durazno;Suntea;9000.0;12400;Éxito;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Limón;Suntea;4500.0;6700;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Manzana;Suntea;4500.0;6130;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Maracuyá;Suntea;4500.0;6130;Éxito;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético;Taeq;24000.0;17900;Éxito;ml;Té;Bebidas;Alto
Té Rojo;Naturela;45.0;23150;Éxito;g;Té;Bebidas;Alto
Té Negro;Hindú;40.0;5600;Éxito;g;Té;Bebidas;Medio-Alto
Té Negro;Hindú;80.0;12200;Éxito;g;Té;Bebidas;Alto
Té de Limón;Casino;50.0;7490;Éxito;g;Té;Bebidas;Medio-Alto
Té de Vainilla;Casino;50.0;6990;Éxito;g;Té;Bebidas;Medio-Alto
Té Negro;Twinings;20.0;9870;Éxito;g;Té;Bebidas;Alto
Té Negro;Lipton;40.0;8400;Éxito;g;Té;Bebidas;Medio-Alto
Té Negro;Hindú;19.0;2540;Éxito;g;Té;Bebidas;Medio
Té Verde;Hindú;26.0;9400;Éxito;g;Té;Bebidas;Alto
Té Verde con Sabor a Durazno;Hindú;26.0;7840;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde;Hindú;65.0;23300;Éxito;g;Té;Bebidas;Alto
Té Negro;Twinings;20.0;9620;Éxito;g;Té;Bebidas;Alto
Té Amarillo;Lipton;40.0;8170;Éxito;g;Té;Bebidas;Medio-Alto
Té Negro;Siraj;38.0;23150;Éxito;g;Té;Bebidas;Alto
Té Mixto;Siraj;33.0;23650;Éxito;g;Té;Bebidas;Alto
Té Rojo;Hindú;40.0;13950;Éxito;g;Té;Bebidas;Alto
Té Verde;Lipton;40.0;14550;Éxito;g;Té;Bebidas;Alto
Té Verde con Flor de Jamaica;Jaibel;30.0;11020;Éxito;g;Té;Bebidas;Alto
Té Verde con Sabor a Limón;Taeq;30.0;5990;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde;Hindú;26.0;7690;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde con Sabor a Piña;Hindú;26.0;9430;Éxito;g;Té;Bebidas;Alto
Té Verde;Viella;30.0;10440;Éxito;g;Té;Bebidas;Alto
Té Verde;Viella;30.0;8540;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde con Sabor a Lulo;Taeq;30.0;5990;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde;Siraj;26.0;20200;Éxito;g;Té;Bebidas;Alto
Té Verde;Taeq;30.0;5990;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde;Viella;30.0;7750;Éxito;g;Té;Bebidas;Medio-Alto
Té Verde con Sabor a Piña;Viella;30.0;7750;Éxito;g;Té;Bebidas;Medio-Alto
Té Amarillo;Lipton;200.0;38950;Éxito;g;Té;Bebidas;Alto
Té Negro Frío con Sabor a Limón;Fuze Tea;400.0;1600;Ara;ml;Té;Bebidas;Bajo
Té Instantáneo con Sabor a Frutos Rojos;Frutea;9000.0;4900;Ara;ml;Té;Bebidas;Medio-Alto
Té Instantáneo con Sabor a Mandarina;Frutea;9000.0;4900;Ara;ml;Té;Bebidas;Medio-Alto
Té Instantáneo con Sabor a Durazno;Frutea;9000.0;4900;Ara;ml;Té;Bebidas;Medio-Alto
Té Instantáneo con Sabor a Limón;Frutea;9000.0;4290;Ara;ml;Té;Bebidas;Medio
Té Verde con Flor de Jamaica;Aleli;30.0;3450;Ara;g;Té;Bebidas;Medio
Té Verde con Sabor a Limón;Aleli;30.0;3450;Ara;g;Té;Bebidas;Medio
Té Frío Común Cero Calorías con Sabor a Limón;Mr. Tea;1500.0;3190;Jumbo;ml;Té;Bebidas;Medio
Té Negro Frío con Sabor a Limón;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Durazno;Mr. Tea;300.0;1550;Jumbo;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Limón;Mr. Tea;300.0;1550;Jumbo;ml;Té;Bebidas;Bajo
Té Frío Común;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Frutos Rojos;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común Cero Calorías con Sabor a Limón;Mr. Tea;3000.0;5590;Jumbo;ml;Té;Bebidas;Medio-Alto
Té Frío Común con Sabor a Limón;Fuze Tea;2400.0;5990;Jumbo;ml;Té;Bebidas;Medio-Alto
Té Frío Común Cero Calorías;Mr. Tea;1500.0;4790;Jumbo;ml;Té;Bebidas;Medio
Té Amarillo Frío;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
